,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),Geography,Estimate; INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS) - Total households - Mean household income (dollars)
8644,42375.0,"Lytton city, Iowa",61674.0
8645,44500.0,"McCallsburg city, Iowa",56382.0
8646,74063.0,"McCausland city, Iowa",81296.0
8647,77500.0,"McClelland city, Iowa",89465.0
8648,61944.0,"Macedonia city, Iowa",59836.0
8649,36591.0,"McGregor city, Iowa",60448.0
8650,31250.0,"McIntire city, Iowa",40151.0
8651,31667.0,"Macksburg city, Iowa",63029.0
8652,60457.0,"Madrid city, Iowa",61943.0
8653,56875.0,"Magnolia city, Iowa",62525.0
8654,57500.0,"Maharishi Vedic City city, Iowa",64562.0
8655,42143.0,"Malcom city, Iowa",57002.0
8656,35208.0,"Mallard city, Iowa",44271.0
8657,46250.0,"Maloy city, Iowa",58071.0
8658,65595.0,"Malvern city, Iowa",67571.0
8659,50794.0,"Manchester city, Iowa",76420.0
8660,37381.0,"Manilla city, Iowa",49900.0
8661,48214.0,"Manly city, Iowa",52201.0
8662,46154.0,"Manning city, Iowa",60941.0
8663,37763.0,"Manson city, Iowa",50952.0
8664,41602.0,"Mapleton city, Iowa",59170.0
8665,40982.0,"Maquoketa city, Iowa",45840.0
8666,38281.0,"Marathon city, Iowa",40796.0
8667,37500.0,"Marble Rock city, Iowa",56103.0
8668,50714.0,"Marcus city, Iowa",65410.0
8669,43695.0,"Marengo city, Iowa",58015.0
8670,67308.0,"Marion city, Iowa",78856.0
8671,45417.0,"Marne city, Iowa",51698.0
8672,39896.0,"Marquette city, Iowa",49433.0
8673,50934.0,"Marshalltown city, Iowa",60318.0
8674,47292.0,"Martelle city, Iowa",54261.0
8675,53611.0,"Martensdale city, Iowa",56258.0
8676,63125.0,"Martinsburg city, Iowa",60688.0
8677,40795.0,"Marysville city, Iowa",44860.0
8678,45193.0,"Mason City city, Iowa",59500.0
8679,34375.0,"Masonville city, Iowa",40678.0
8680,37500.0,"Massena city, Iowa",50698.0
8681,63750.0,"Matlock city, Iowa",77633.0
8682,58750.0,"Maurice city, Iowa",66200.0
8683,70139.0,"Maxwell city, Iowa",72537.0
8684,47361.0,"Maynard city, Iowa",55095.0
8685,46250.0,"Maysville city, Iowa",84896.0
8686,56372.0,"Mechanicsville city, Iowa",60789.0
8687,52847.0,"Mediapolis city, Iowa",58605.0
8688,42188.0,"Melbourne city, Iowa",56914.0
8689,33482.0,"Melcher-Dallas city, Iowa",50786.0
8690,49375.0,"Melrose city, Iowa",50894.0
8691,48500.0,"Melvin city, Iowa",59481.0
8692,48500.0,"Menlo city, Iowa",59109.0
8693,48750.0,"Meriden city, Iowa",60651.0
8694,53125.0,"Merrill city, Iowa",59064.0
8695,52917.0,"Meservey city, Iowa",76679.0
8696,,"Meyer CDP, Iowa",
8697,90893.0,"Middle Amana CDP, Iowa",87551.0
8698,55625.0,"Middletown city, Iowa",61163.0
8699,52500.0,"Miles city, Iowa",57129.0
8700,47044.0,"Milford city, Iowa",60172.0
8701,,"Miller CDP, Iowa",
8702,49167.0,"Millersburg city, Iowa",55549.0
8703,31723.0,"Millerton city, Iowa",41774.0
8704,58250.0,"Milo city, Iowa",75377.0
8705,40417.0,"Milton city, Iowa",46814.0
8706,43250.0,"Minburn city, Iowa",49750.0
8707,64500.0,"Minden city, Iowa",68507.0
8708,43438.0,"Mineola CDP, Iowa",41059.0
8709,40000.0,"Mingo city, Iowa",44113.0
8710,44519.0,"Missouri Valley city, Iowa",52735.0
8711,51250.0,"Mitchell city, Iowa",50722.0
8712,57391.0,"Mitchellville city, Iowa",67150.0
8713,34583.0,"Modale city, Iowa",44889.0
8714,,"Mona CDP, Iowa",
8715,46563.0,"Mondamin city, Iowa",59208.0
8716,39167.0,"Monmouth city, Iowa",46163.0
8717,47917.0,"Monona city, Iowa",56894.0
8718,47222.0,"Monroe city, Iowa",65670.0
8719,50962.0,"Montezuma city, Iowa",61058.0
8720,50226.0,"Monticello city, Iowa",68772.0
8721,61250.0,"Montour city, Iowa",61693.0
8722,48250.0,"Montrose city, Iowa",54501.0
8723,32841.0,"Moorhead city, Iowa",50663.0
8724,43750.0,"Moorland city, Iowa",54220.0
8725,40893.0,"Moravia city, Iowa",50069.0
8726,30833.0,"Morley city, Iowa",38742.0
8727,47981.0,"Morning Sun city, Iowa",63630.0
8728,36250.0,"Morrison city, Iowa",54237.0
8729,35104.0,"Moulton city, Iowa",40990.0
8730,42500.0,"Mount Auburn city, Iowa",46357.0
8731,46667.0,"Mount Ayr city, Iowa",58871.0
8732,46804.0,"Mount Pleasant city, Iowa",61336.0
8733,130500.0,"Mount Sterling CDP, Iowa",101819.0
8734,40000.0,"Mount Union city, Iowa",43950.0
8735,72188.0,"Mount Vernon city, Iowa",81168.0
8736,60769.0,"Moville city, Iowa",72497.0
8737,40000.0,"Murray city, Iowa",47379.0
8738,50059.0,"Muscatine city, Iowa",63808.0
8739,28661.0,"Mystic city, Iowa",35925.0
8740,46402.0,"Nashua city, Iowa",60125.0
8741,,"Nemaha city, Iowa",40828.0
8742,47750.0,"Neola city, Iowa",69915.0
8743,56672.0,"Nevada city, Iowa",67604.0
8744,28309.0,"New Albin city, Iowa",42878.0
8745,53750.0,"Newell city, Iowa",63904.0
8746,67750.0,"Newhall city, Iowa",73813.0
8747,39455.0,"New Hampton city, Iowa",50548.0
8748,47353.0,"New Hartford city, Iowa",50199.0
8749,26776.0,"New Haven CDP, Iowa",30462.0
8750,55750.0,"New Liberty city, Iowa",58902.0
8751,50179.0,"New London city, Iowa",59225.0
8752,42356.0,"New Market city, Iowa",48278.0
8753,53750.0,"New Providence city, Iowa",62979.0
8754,54931.0,"New Sharon city, Iowa",64587.0
8755,47377.0,"Newton city, Iowa",57217.0
8756,56500.0,"New Vienna city, Iowa",59257.0
8757,60250.0,"New Virginia city, Iowa",65088.0
8758,47969.0,"Nichols city, Iowa",60922.0
8759,22188.0,"Nodaway city, Iowa",33653.0
8760,46161.0,"Nora Springs city, Iowa",57489.0
8761,36000.0,"Northboro city, Iowa",39154.0
8762,31500.0,"North Buena Vista city, Iowa",38438.0
8763,50096.0,"North English city, Iowa",61003.0
8764,77752.0,"North Liberty city, Iowa",86470.0
8765,70625.0,"North Washington city, Iowa",75988.0
8766,44345.0,"Northwood city, Iowa",51305.0
8767,80675.0,"Norwalk city, Iowa",92101.0
8768,48750.0,"Norway city, Iowa",61438.0
8769,38750.0,"Numa city, Iowa",46167.0
8770,66607.0,"Oakland city, Iowa",70974.0
8771,89583.0,"Oakland Acres city, Iowa",93520.0
8772,39375.0,"Oakville city, Iowa",76459.0
8773,32917.0,"Ocheyedan city, Iowa",47059.0
8774,47039.0,"Odebolt city, Iowa",55463.0
8775,39922.0,"Oelwein city, Iowa",49092.0
8776,49318.0,"Ogden city, Iowa",58423.0
8777,59688.0,"Okoboji city, Iowa",101814.0
8778,49583.0,"Olds city, Iowa",53861.0
8779,40568.0,"Olin city, Iowa",48126.0
8780,33125.0,"Ollie city, Iowa",42953.0
8781,32026.0,"Onawa city, Iowa",45001.0
8782,41250.0,"Onslow city, Iowa",46847.0
8783,69653.0,"Orange City city, Iowa",82438.0
8784,50893.0,"Orchard city, Iowa",46561.0
8785,47625.0,"Orient city, Iowa",59075.0
8786,64135.0,"Orleans city, Iowa",96519.0
8787,52500.0,"Osage city, Iowa",57622.0
8788,44261.0,"Osceola city, Iowa",50703.0
8789,40837.0,"Oskaloosa city, Iowa",52657.0
8790,50625.0,"Ossian city, Iowa",62904.0
8791,66667.0,"Osterdock city, Iowa",63468.0
8792,43472.0,"Otho city, Iowa",49086.0
8793,36875.0,"Oto city, Iowa",47959.0
8794,,"Otranto CDP, Iowa",
8795,41250.0,"Ottosen city, Iowa",42117.0
8796,38090.0,"Ottumwa city, Iowa",51078.0
8797,30313.0,"Owasa city, Iowa",42024.0
8798,60333.0,"Oxford city, Iowa",66502.0
8799,33393.0,"Oxford Junction city, Iowa",40774.0
8800,62813.0,"Oyens city, Iowa",63273.0
8801,41985.0,"Pacific Junction city, Iowa",53638.0
8802,52143.0,"Packwood city, Iowa",56128.0
8803,37000.0,"Palmer city, Iowa",40378.0
8804,68125.0,"Palo city, Iowa",72647.0
8805,65000.0,"Panama city, Iowa",76953.0
8806,48750.0,"Panora city, Iowa",63569.0
8807,38750.0,"Panorama Park city, Iowa",49393.0
8808,44000.0,"Parkersburg city, Iowa",58720.0
8809,69821.0,"Park View CDP, Iowa",77916.0
8810,60833.0,"Parnell city, Iowa",62807.0
8811,55625.0,"Paton city, Iowa",63972.0
8812,51146.0,"Patterson city, Iowa",55591.0
8813,57574.0,"Paullina city, Iowa",62721.0
8814,60568.0,"Pella city, Iowa",68429.0
8815,87875.0,"Peosta city, Iowa",84522.0
8816,,"Percival CDP, Iowa",64635.0
8817,42177.0,"Perry city, Iowa",50451.0
8818,57813.0,"Persia city, Iowa",56941.0
8819,39821.0,"Peterson city, Iowa",51808.0
8820,36875.0,"Pierson city, Iowa",52993.0
8821,33375.0,"Pilot Mound city, Iowa",40289.0
8822,,"Pioneer city, Iowa",
8823,41094.0,"Pisgah city, Iowa",47086.0
8824,56607.0,"Plainfield city, Iowa",59456.0
8825,58438.0,"Plano city, Iowa",74060.0
8826,75373.0,"Pleasant Hill city, Iowa",87892.0
8827,,"Pleasanton city, Iowa",53538.0
8828,45000.0,"Pleasant Plain city, Iowa",66439.0
8829,50425.0,"Pleasantville city, Iowa",61041.0
8830,32656.0,"Plover city, Iowa",48458.0
8831,52500.0,"Plymouth city, Iowa",62398.0
8832,42341.0,"Pocahontas city, Iowa",52623.0
8833,90216.0,"Polk City city, Iowa",101411.0
8834,35000.0,"Pomeroy city, Iowa",48229.0
8835,,"Popejoy city, Iowa",56439.0
8836,,"Portland CDP, Iowa",
8837,47857.0,"Portsmouth city, Iowa",57291.0
8838,35000.0,"Postville city, Iowa",44929.0
8839,43750.0,"Prairieburg city, Iowa",50299.0
8840,60978.0,"Prairie City city, Iowa",70725.0
8841,48125.0,"Prescott city, Iowa",57593.0
8842,48906.0,"Preston city, Iowa",57514.0
8843,50179.0,"Primghar city, Iowa",62095.0
8844,67361.0,"Princeton city, Iowa",77566.0
8845,,"Promise City city, Iowa",41118.0
8846,43250.0,"Protivin city, Iowa",52224.0
8847,52679.0,"Pulaski city, Iowa",59102.0
8848,43750.0,"Quasqueton city, Iowa",55243.0
8849,42813.0,"Quimby city, Iowa",46727.0
8850,54412.0,"Radcliffe city, Iowa",58633.0
8851,22143.0,"Rake city, Iowa",29343.0
8852,31667.0,"Ralston city, Iowa",46300.0
8853,41250.0,"Randalia city, Iowa",44003.0
8854,56250.0,"Randall city, Iowa",58064.0
8855,47917.0,"Randolph city, Iowa",43829.0
8856,35250.0,"Rathbun city, Iowa",40789.0
8857,67361.0,"Raymond city, Iowa",77822.0
8858,58571.0,"Readlyn city, Iowa",64263.0
8859,38333.0,"Reasnor city, Iowa",46709.0
8860,40000.0,"Redding city, Iowa",42358.0
8861,50795.0,"Redfield city, Iowa",57875.0
8862,33077.0,"Red Oak city, Iowa",44436.0
8863,56579.0,"Reinbeck city, Iowa",75427.0
8864,45625.0,"Rembrandt city, Iowa",53335.0
8865,54479.0,"Remsen city, Iowa",57831.0
8866,41500.0,"Renwick city, Iowa",60655.0
8867,49583.0,"Rhodes city, Iowa",52550.0
8868,45913.0,"Riceville city, Iowa",56914.0
8869,58295.0,"Richland city, Iowa",66263.0
8870,72813.0,"Rickardsville city, Iowa",73790.0
8871,48438.0,"Ricketts city, Iowa",43964.0
8872,49821.0,"Ridgeway city, Iowa",54161.0
8873,,"Rinard city, Iowa",49623.0
8874,35833.0,"Ringsted city, Iowa",63434.0
8875,45250.0,"Rippey city, Iowa",43775.0
8876,71964.0,"Riverdale city, Iowa",82949.0
8877,56176.0,"Riverside city, Iowa",58848.0
8878,18661.0,"River Sioux CDP, Iowa",25094.0
8879,51719.0,"Riverton city, Iowa",58818.0
8880,119583.0,"Robins city, Iowa",141942.0
8881,,"Rochester CDP, Iowa",
8882,44375.0,"Rock Falls city, Iowa",58000.0
8883,45625.0,"Rockford city, Iowa",53767.0
8884,54891.0,"Rock Rapids city, Iowa",61447.0
8885,61944.0,"Rock Valley city, Iowa",73832.0
8886,53261.0,"Rockwell city, Iowa",59900.0
8887,35417.0,"Rockwell City city, Iowa",51510.0
8888,26042.0,"Rodman city, Iowa",40348.0
8889,17386.0,"Rodney city, Iowa",30373.0
8890,71979.0,"Roland city, Iowa",79485.0
8891,36750.0,"Rolfe city, Iowa",40815.0
8892,39773.0,"Rome city, Iowa",45772.0
8893,30313.0,"Rose Hill city, Iowa",34023.0
8894,,"Roseville CDP, Iowa",
8895,58571.0,"Rossie city, Iowa",53071.0
8896,30625.0,"Rowan city, Iowa",36740.0
8897,54375.0,"Rowley city, Iowa",59913.0
8898,48125.0,"Royal city, Iowa",50843.0
8899,41944.0,"Rudd city, Iowa",50759.0
8900,66667.0,"Runnells city, Iowa",69804.0
8901,32955.0,"Russell city, Iowa",41162.0
8902,42708.0,"Ruthven city, Iowa",47498.0
8903,40250.0,"Rutland city, Iowa",39377.0
8904,65250.0,"Ryan city, Iowa",70876.0
8905,50366.0,"Sabula city, Iowa",51298.0
8906,44972.0,"Sac City city, Iowa",54379.0
8907,49500.0,"Sageville city, Iowa",57220.0
8908,49063.0,"St. Ansgar city, Iowa",57389.0
8909,45000.0,"St. Anthony city, Iowa",51291.0
8910,69375.0,"St. Benedict CDP, Iowa",85540.0
8911,68864.0,"St. Charles city, Iowa",73231.0
8912,39375.0,"St. Donatus city, Iowa",44239.0
8913,47292.0,"St. Joseph CDP, Iowa",48204.0
8914,57083.0,"St. Lucas city, Iowa",67687.0
8915,78167.0,"St. Marys city, Iowa",81093.0
8916,55208.0,"St. Olaf city, Iowa",62414.0
8917,56719.0,"St. Paul city, Iowa",61812.0
8918,35278.0,"Salem city, Iowa",41569.0
8919,53750.0,"Salix city, Iowa",74749.0
8920,48417.0,"Sanborn city, Iowa",64132.0
8921,,"Sandyville city, Iowa",49292.0
8922,71078.0,"Saylorville CDP, Iowa",80322.0
8923,40000.0,"Scarville city, Iowa",48647.0
8924,42321.0,"Schaller city, Iowa",49249.0
8925,52222.0,"Schleswig city, Iowa",59804.0
8926,45469.0,"Scranton city, Iowa",49002.0
8927,32917.0,"Searsboro city, Iowa",37970.0
8928,74871.0,"Sergeant Bluff city, Iowa",79026.0
8929,,"Sexton CDP, Iowa",
8930,27135.0,"Seymour city, Iowa",43550.0
8931,40250.0,"Shambaugh city, Iowa",45967.0
8932,33750.0,"Shannon City city, Iowa",43348.0
8933,45000.0,"Sharpsburg city, Iowa",56635.0
8934,47935.0,"Sheffield city, Iowa",58627.0
8935,41827.0,"Shelby city, Iowa",58401.0
8936,60481.0,"Sheldahl city, Iowa",62599.0
8937,46838.0,"Sheldon city, Iowa",66412.0
8938,46333.0,"Shell Rock city, Iowa",55810.0
8939,50667.0,"Shellsburg city, Iowa",66107.0
8940,39526.0,"Shenandoah city, Iowa",54222.0
8941,69531.0,"Sherrill city, Iowa",69047.0
8942,120000.0,"Shueyville city, Iowa",139698.0
8943,43529.0,"Sibley city, Iowa",57626.0
8944,40769.0,"Sidney city, Iowa",58161.0
8945,44400.0,"Sigourney city, Iowa",59120.0
8946,70208.0,"Silver City city, Iowa",73222.0
8947,70703.0,"Sioux Center city, Iowa",81895.0
8948,46028.0,"Sioux City city, Iowa",60236.0
8949,45500.0,"Sioux Rapids city, Iowa",54832.0
8950,69457.0,"Slater city, Iowa",79542.0
8951,54659.0,"Sloan city, Iowa",66945.0
8952,31528.0,"Smithland city, Iowa",40203.0
8953,41250.0,"Soldier city, Iowa",42105.0
8954,73750.0,"Solon city, Iowa",87463.0
8955,54375.0,"Somers city, Iowa",55884.0
8956,61012.0,"South Amana CDP, Iowa",47084.0
8957,39722.0,"South English city, Iowa",55981.0
8958,45559.0,"Spencer city, Iowa",59644.0
8959,39342.0,"Spillville city, Iowa",49775.0
8960,57008.0,"Spirit Lake city, Iowa",67798.0
8961,25000.0,"Spragueville city, Iowa",39055.0
8962,90069.0,"Springbrook city, Iowa",71891.0
8963,45833.0,"Spring Hill city, Iowa",46491.0
8964,59613.0,"Springville city, Iowa",64917.0
8965,36125.0,"Stacyville city, Iowa",46431.0
8966,44643.0,"Stanhope city, Iowa",49694.0
8967,51250.0,"Stanley city, Iowa",50711.0
8968,58889.0,"Stanton city, Iowa",71013.0
8969,49063.0,"Stanwood city, Iowa",59900.0
8970,49375.0,"State Center city, Iowa",60002.0
8971,40556.0,"Steamboat Rock city, Iowa",49690.0
8972,32361.0,"Stockport city, Iowa",37428.0
8973,52500.0,"Stockton city, Iowa",55299.0
8974,82353.0,"Stone City CDP, Iowa",102887.0
8975,43226.0,"Storm Lake city, Iowa",59279.0
8976,53893.0,"Story City city, Iowa",63466.0
8977,56667.0,"Stout city, Iowa",61784.0
8978,45938.0,"Stratford city, Iowa",56209.0
8979,43250.0,"Strawberry Point city, Iowa",56653.0
8980,53750.0,"Struble city, Iowa",53490.0
8981,43077.0,"Stuart city, Iowa",51935.0
8982,58313.0,"Sully city, Iowa",63209.0
8983,57333.0,"Sumner city, Iowa",60687.0
8984,73533.0,"Sun Valley Lake CDP, Iowa",145487.0
8985,52500.0,"Superior city, Iowa",55148.0
8986,45577.0,"Sutherland city, Iowa",51147.0
8987,38571.0,"Swaledale city, Iowa",49201.0
8988,25313.0,"Swan city, Iowa",33058.0
8989,32000.0,"Swea City city, Iowa",44754.0
8990,75714.0,"Swisher city, Iowa",90288.0
8991,56389.0,"Tabor city, Iowa",61130.0
8992,50646.0,"Tama city, Iowa",54544.0
8993,50750.0,"Templeton city, Iowa",77023.0
8994,51875.0,"Tennant city, Iowa",48587.0
8995,41250.0,"Terril city, Iowa",44156.0
8996,60357.0,"Thayer city, Iowa",44596.0
8997,42404.0,"Thompson city, Iowa",51828.0
8998,45000.0,"Thor city, Iowa",47419.0
8999,63438.0,"Thornburg city, Iowa",59097.0
9000,40625.0,"Thornton city, Iowa",52346.0
9001,55250.0,"Thurman city, Iowa",55826.0
9002,58750.0,"Tiffin city, Iowa",68637.0
9003,38750.0,"Tingley city, Iowa",59261.0
9004,54719.0,"Tipton city, Iowa",56645.0
9005,38047.0,"Titonka city, Iowa",44620.0
9006,,"Toeterville CDP, Iowa",48296.0
9007,41538.0,"Toledo city, Iowa",52234.0
9008,36250.0,"Toronto city, Iowa",45955.0
9009,53125.0,"Traer city, Iowa",61550.0
9010,66761.0,"Treynor city, Iowa",85150.0
9011,45208.0,"Tripoli city, Iowa",55999.0
9012,43571.0,"Truesdale city, Iowa",52256.0
9013,51161.0,"Truro city, Iowa",53404.0
9014,37500.0,"Turin city, Iowa",57315.0
9015,122917.0,"Twin Lakes CDP, Iowa",146300.0
9016,37000.0,"Udell city, Iowa",51420.0
9017,76667.0,"Underwood city, Iowa",85884.0
9018,42813.0,"Union city, Iowa",54278.0
9019,43750.0,"Unionville city, Iowa",63945.0
9020,61042.0,"University Heights city, Iowa",93595.0
9021,45625.0,"University Park city, Iowa",50227.0
9022,77404.0,"Urbana city, Iowa",82008.0
9023,81862.0,"Urbandale city, Iowa",107291.0
9024,40625.0,"Ute city, Iowa",54116.0
9025,44514.0,"Vail city, Iowa",54859.0
9026,56250.0,"Valeria city, Iowa",51306.0
9027,57692.0,"Van Horne city, Iowa",66534.0
9028,80000.0,"Van Meter city, Iowa",79199.0
9029,32500.0,"Van Wert city, Iowa",45555.0
9030,31250.0,"Varina city, Iowa",38708.0
9031,70625.0,"Ventura city, Iowa",81812.0
9032,46528.0,"Victor city, Iowa",53021.0
9033,34704.0,"Villisca city, Iowa",45338.0
9034,58750.0,"Vincent city, Iowa",64659.0
9035,63750.0,"Vining city, Iowa",59887.0
9036,48036.0,"Vinton city, Iowa",64144.0
9037,36042.0,"Volga city, Iowa",43048.0
9038,45625.0,"Wadena city, Iowa",49650.0
9039,68438.0,"Wahpeton city, Iowa",111927.0
9040,46613.0,"Walcott city, Iowa",64382.0
9041,96528.0,"Walford city, Iowa",101966.0
9042,65625.0,"Walker city, Iowa",72111.0
9043,55833.0,"Wallingford city, Iowa",64926.0
9044,49583.0,"Wall Lake city, Iowa",58162.0
9045,43889.0,"Walnut city, Iowa",57407.0
9046,48125.0,"Wapello city, Iowa",60747.0
9047,50568.0,"Washburn CDP, Iowa",54092.0
9048,44462.0,"Washington city, Iowa",62731.0
9049,39643.0,"Washta city, Iowa",47354.0
9050,44146.0,"Waterloo city, Iowa",55703.0
9051,43750.0,"Waterville city, Iowa",84807.0
9052,50625.0,"Watkins CDP, Iowa",44090.0
9053,38906.0,"Waucoma city, Iowa",49519.0
9054,81250.0,"Waukee city, Iowa",108265.0
9055,41399.0,"Waukon city, Iowa",55398.0
9056,61007.0,"Waverly city, Iowa",78658.0
9057,48333.0,"Wayland city, Iowa",62173.0
9058,43750.0,"Webb city, Iowa",55751.0
9059,30313.0,"Webster city, Iowa",38546.0
9060,46148.0,"Webster City city, Iowa",62599.0
9061,33958.0,"Weldon city, Iowa",44384.0
9062,57125.0,"Wellman city, Iowa",66667.0
9063,53250.0,"Wellsburg city, Iowa",66180.0
9064,68333.0,"Welton city, Iowa",73070.0
9065,50625.0,"Wesley city, Iowa",64383.0
9066,46316.0,"West Amana CDP, Iowa",52472.0
9067,45500.0,"West Bend city, Iowa",57061.0
9068,61493.0,"West Branch city, Iowa",70828.0
9069,39308.0,"West Burlington city, Iowa",49316.0
9070,28750.0,"West Chester city, Iowa",41145.0
9071,70906.0,"West Des Moines city, Iowa",96699.0
9072,40000.0,"Westfield city, Iowa",44447.0
9073,56875.0,"Westgate city, Iowa",61026.0
9074,54461.0,"West Liberty city, Iowa",64299.0
9075,54107.0,"West Okoboji city, Iowa",80775.0
9076,73854.0,"Weston CDP, Iowa",68973.0
9077,42500.0,"Westphalia city, Iowa",58176.0
9078,52500.0,"West Point city, Iowa",62886.0
9079,58250.0,"Westside city, Iowa",68137.0
9080,43992.0,"West Union city, Iowa",62441.0
9081,101667.0,"Westwood city, Iowa",157759.0
9082,31198.0,"What Cheer city, Iowa",36575.0
9083,47679.0,"Wheatland city, Iowa",53659.0
9084,41250.0,"Whiting city, Iowa",51160.0
9085,50278.0,"Whittemore city, Iowa",57315.0
9086,35917.0,"Whitten city, Iowa",40546.0
9087,68750.0,"Willey city, Iowa",66933.0
9088,52083.0,"Williams city, Iowa",55562.0
9089,46188.0,"Williamsburg city, Iowa",61511.0
9090,42813.0,"Williamson city, Iowa",50473.0
9091,55439.0,"Wilton city, Iowa",69705.0
9092,53482.0,"Windsor Heights city, Iowa",71471.0
9093,48077.0,"Winfield city, Iowa",52187.0
9094,45046.0,"Winterset city, Iowa",57362.0
9095,54250.0,"Winthrop city, Iowa",65492.0
9096,45000.0,"Wiota city, Iowa",57032.0
9097,36458.0,"Woden city, Iowa",50420.0
9098,48409.0,"Woodbine city, Iowa",56476.0
9099,41250.0,"Woodburn city, Iowa",55464.0
9100,57361.0,"Woodward city, Iowa",63621.0
9101,41250.0,"Woolstock city, Iowa",51546.0
9102,60625.0,"Worthington city, Iowa",62060.0
9103,46429.0,"Wyoming city, Iowa",51851.0
9104,44375.0,"Yale city, Iowa",50173.0
9105,13750.0,"Yetter city, Iowa",18625.0
9106,36250.0,"Yorktown city, Iowa",41086.0
9107,57083.0,"Zearing city, Iowa",66855.0
9108,46500.0,"Zwingle city, Iowa",63018.0
9109,44375.0,"Abbyville city, Kansas",88935.0
9110,46598.0,"Abilene city, Kansas",59496.0
9111,,"Ada CDP, Kansas",
9112,36250.0,"Admire city, Kansas",35589.0
9113,28125.0,"Agenda city, Kansas",36691.0
9114,39750.0,"Agra city, Kansas",42808.0
9115,55313.0,"Albert city, Kansas",69949.0
9116,47500.0,"Alden city, Kansas",51520.0
9117,39375.0,"Alexander city, Kansas",57005.0
9118,38269.0,"Allen city, Kansas",43455.0
9119,50114.0,"Alma city, Kansas",58531.0
9120,43333.0,"Almena city, Kansas",56911.0
9121,57917.0,"Altamont city, Kansas",62046.0
9122,40000.0,"Alta Vista city, Kansas",47223.0
9123,31071.0,"Alton city, Kansas",39452.0
9124,38523.0,"Altoona city, Kansas",38089.0
9125,44250.0,"Americus city, Kansas",54615.0
9126,75938.0,"Andale city, Kansas",82775.0
9127,85230.0,"Andover city, Kansas",102716.0
9128,46477.0,"Anthony city, Kansas",58807.0
9129,18382.0,"Arcadia city, Kansas",30293.0
9130,50833.0,"Argonia city, Kansas",55088.0
9131,38212.0,"Arkansas City city, Kansas",48743.0
9132,36607.0,"Arlington city, Kansas",44446.0
9133,33958.0,"Arma city, Kansas",54042.0
9134,,"Asherville CDP, Kansas",
9135,42292.0,"Ashland city, Kansas",53691.0
9136,53750.0,"Assaria city, Kansas",70454.0
9137,41696.0,"Atchison city, Kansas",57174.0
9138,51458.0,"Athol city, Kansas",47810.0
9139,49375.0,"Atlanta city, Kansas",52486.0
9140,42308.0,"Attica city, Kansas",52921.0
9141,40000.0,"Atwood city, Kansas",53125.0
9142,57411.0,"Auburn city, Kansas",59307.0
9143,47121.0,"Augusta city, Kansas",58380.0
9144,19375.0,"Aurora city, Kansas",32653.0
9145,50625.0,"Axtell city, Kansas",58343.0
9146,38594.0,"Baileyville CDP, Kansas",56151.0
9147,51640.0,"Baldwin City city, Kansas",73928.0
9148,36250.0,"Barnard city, Kansas",44137.0
9149,30000.0,"Barnes city, Kansas",37008.0
9150,51250.0,"Bartlett city, Kansas",59757.0
9151,78955.0,"Basehor city, Kansas",94784.0
9152,,"Bassett city, Kansas",37720.0
